ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,region,notes
128946,Mark A. Watring,M,21.0,170.0,66.0,Puerto Rico,PUR,1984 Summer,1984,Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",,Puerto Rico,
123653,Tarmo Tapani Uusivirta,M,23.0,181.0,76.5,Finland,FIN,1980 Summer,1980,Summer,Moskva,Boxing,Boxing Men's Middleweight,,Finland,
92978,Vladimr Penc,M,18.0,,,Bohemia,BOH,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Marathon,,Czech Republic,Bohemia
102111,Aleksander Rokosa,M,28.0,175.0,67.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,,Poland,
94952,Diana Isabel Pineda Zuletra,F,23.0,167.0,55.0,Colombia,COL,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Springboard,,Colombia,
74145,Cristian Malmagro Viaa,M,25.0,197.0,107.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze,Spain,
81989,Kenia M. Moreta Prez,F,23.0,191.0,76.0,Dominican Republic,DOM,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,,Dominican Republic,
123628,Sunday Uti,M,17.0,175.0,68.0,Nigeria,NGR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 400 metres Relay,,Nigeria,
72630,Kerry Joel Lynch,M,22.0,178.0,70.0,United States,USA,1980 Winter,1980,Winter,Lake Placid,Nordic Combined,Nordic Combined Men's Individual,,USA,
72782,Cheryl Maas,F,29.0,174.0,66.0,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Slopestyle,,Netherlands,
96668,Svetlana Gennadyevna Pozdeyeva (-Vanyo),F,19.0,170.0,60.0,Russia,RUS,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 100 metres Butterfly,,Russia,
14204,"Antonius Hubertus Maria ""Antoine"" Bouwens",M,23.0,,,Netherlands,NED,1900 Summer,1900,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",,Netherlands,
26174,Sonia de Ignacio-Simo Casas,F,25.0,166.0,64.0,Spain,ESP,1996 Summer,1996,Summer,Atlanta,Hockey,Hockey Women's Hockey,,Spain,
28783,Erica Dittmer Kane,F,20.0,180.0,68.0,Mexico,MEX,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,,Mexico,
13592,Jaroslav Boro,M,21.0,174.0,70.0,Czechoslovakia,TCH,1968 Summer,1968,Summer,Mexico City,Football,Football Men's Football,,Czech Republic,
788,Lubo Adamec,M,33.0,184.0,77.0,Czechoslovakia,TCH,1992 Summer,1992,Summer,Barcelona,Shooting,Shooting Mixed Skeet,,Czech Republic,
64389,Mykola Krupnyk,M,25.0,180.0,80.0,Ukraine,UKR,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,,Ukraine,
77998,Katheryn Anne Meaklim,F,19.0,180.0,72.0,South Africa,RSA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,,South Africa,
73627,"Raimundo ""Rui"" Crtez Maia",M,26.0,,,Portugal,POR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 100 metres,,Portugal,
84683,Marc-Sven Nater,M,27.0,193.0,86.0,Switzerland,SUI,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Quadruple Sculls,,Switzerland,
29348,Jzsef Doncsecz,M,26.0,162.0,57.0,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",,Hungary,
92909,Jean Raymond Peltier,M,22.0,190.0,89.0,France,FRA,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Men's Quadruple Sculls,,France,
56656,Heikki Khknen,M,28.0,158.0,60.0,Finland,FIN,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver,Finland,
62136,Hanna Kolb,F,22.0,173.0,61.0,Germany,GER,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Sprint,,Germany,
104531,Aristidis Sakellariou,M,25.0,,,Greece,GRE,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,,Greece,
119554,Udomsak Theinthong,M,38.0,172.0,56.0,Thailand,THA,1972 Summer,1972,Summer,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",,Thailand,
64020,Janusz Adam Krelok,M,31.0,177.0,72.0,Poland,POL,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Men's Sprint,,Poland,
8850,Vadim Bavikin,M,21.0,186.0,90.0,Israel,ISR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Javelin Throw,,Israel,
71833,Jaime Loyola Aldarondo,M,33.0,180.0,102.0,Puerto Rico,PUR,1964 Summer,1964,Summer,Tokyo,Shooting,Shooting Men's Trap,,Puerto Rico,
130110,Angela Patricia Whyte,F,36.0,170.0,62.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,,Canada,
102116,Lestrod Roland,M,19.0,165.0,54.0,Saint Kitts and Nevis,SKN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 100 metres Relay,,Saint Kitts,Turks and Caicos Islands
46585,Ott Htszeghy (Hatz-),M,25.0,,,Hungary,HUN,1928 Summer,1928,Summer,Amsterdam,Fencing,"Fencing Men's epee, Team",,Hungary,
38176,Galsangiin Byambaa,M,34.0,167.0,,Mongolia,MGL,1972 Summer,1972,Summer,Munich,Archery,Archery Men's Individual,,Mongolia,
86388,Gustaf Rudolf Nilsson,M,21.0,,,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",,Sweden,
134659,Zhao Ruirui,F,22.0,196.0,70.0,China,CHN,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Gold,China,
56882,Komlan Kalipe,M,29.0,162.0,65.0,Togo,TOG,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Welterweight,,Togo,
48817,Marcel Hirscher,M,24.0,173.0,73.0,Austria,AUT,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,Silver,Austria,
46579,"Oldka ""Olina"" Htlov-Tylov (-Nagenrauft)",F,20.0,171.0,69.0,Czechoslovakia,TCH,1964 Winter,1964,Winter,Innsbruck,Luge,Luge Women's Singles,,Czech Republic,
71142,Pieter Lombard,M,,,,Boer Team,RSA,1904 Summer,1904,Summer,St. Louis,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,,South Africa,
24731,Rbson Caetano da Silva,M,31.0,187.0,74.0,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,Brazil,
3154,Francisco lvarez Cutio,M,27.0,184.0,83.0,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,,Cuba,
49626,Raphael Marcel Holzdeppe,M,22.0,183.0,78.0,Germany,GER,2012 Summer,2012,Summer,London,Athletics,Athletics Men's Pole Vault,Bronze,Germany,
13780,Paolo Bossini,M,23.0,188.0,81.0,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,,Italy,
35326,Pavlina Ivanova Filipova,F,26.0,158.0,54.0,Bulgaria,BUL,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Women's 15 kilometres,,Bulgaria,
102981,Vincent Rousseau,M,22.0,176.0,60.0,Belgium,BEL,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 5,000 metres",,Belgium,
123468,Diana Ctlina Ureche,F,17.0,,,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,,Romania,
61251,Viktor Yakovlevich Klimenko,M,19.0,169.0,61.0,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,,Russia,
20931,Seiken Cho,M,26.0,,,Japan,JPN,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 400 metres Relay,,Japan,
68235,Fernand Leemans,M,22.0,,,Belgium,BEL,1948 Winter,1948,Winter,Sankt Moritz,Figure Skating,Figure Skating Men's Singles,,Belgium,
126747,Ccile Vinke,F,18.0,172.0,58.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Women's Hockey,,Netherlands,
32733,Ivan Enstad,M,19.0,190.0,85.0,Norway,NOR,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Quadruple Sculls,,Norway,
43492,Tatyana Dmitriyevna Gubina,F,22.0,178.0,67.0,Kazakhstan,KAZ,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,,Kazakhstan,
90890,scar Palomino Fernndez,M,20.0,,,Spain,ESP,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Lightweight,,Spain,
101182,Marian Rizan,M,25.0,163.0,62.0,Romania,ROU,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Men's Individual All-Around,,Romania,
74762,Arthur Albert March,M,,,,Great Britain,GBR,1908 Summer,1908,Summer,London,Figure Skating,Figure Skating Men's Singles,,UK,
394,Irene Abel,F,19.0,160.0,48.0,East Germany,GDR,1972 Summer,1972,Summer,Munich,Gymnastics,Gymnastics Women's Balance Beam,,Germany,
4605,Maryna Mykolavna Antsybor,F,26.0,160.0,52.0,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,,Ukraine,
113049,Kurt Sommerlatt,M,23.0,,,Germany,GER,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,,Germany,
97539,Alexei Puninski,M,23.0,188.0,84.0,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,,Croatia,
39906,Arnaud Pascal Geyre,M,21.0,182.0,66.0,France,FRA,1956 Summer,1956,Summer,Melbourne,Cycling,"Cycling Men's Road Race, Team",Gold,France,
31348,Rudolf Eckstein,M,21.0,,,Germany,GER,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxless Fours,Gold,Germany,
57687,Vin Aleksander Karonen,M,26.0,,,Finland,FIN,1924 Summer,1924,Summer,Paris,Gymnastics,Gymnastics Men's Parallel Bars,,Finland,
76169,Simon Graham Mason,M,27.0,196.0,88.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,,UK,
35627,"Robert Emmett ""Bobby"" Fitzgerald",M,24.0,,,United States,USA,1948 Winter,1948,Winter,Sankt Moritz,Speed Skating,Speed Skating Men's 500 metres,Silver,USA,
98780,"Thomas ""Tom"" Ramshaw",M,24.0,183.0,95.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's One Person Heavyweight Dinghy,,Canada,
99195,Corinne Raux,F,27.0,164.0,50.0,France,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Marathon,,France,
18096,"Jean ""Jennie"" Caputo (-Pascuzzi)",F,18.0,,,United States,USA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Women's Team All-Around,,USA,
14825,"Alexander Rupert ""Alex"" Brearley",M,23.0,,,Great Britain,GBR,1936 Summer,1936,Summer,Berlin,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",,UK,
12118,Gareth Blanckenberg,M,20.0,188.0,80.0,South Africa,RSA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed One Person Dinghy,,South Africa,
106337,"William George ""Billy"" Saward",M,31.0,,,Great Britain,GBR,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's Marathon,,UK,
112631,Robert Sobera,M,25.0,191.0,86.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,,Poland,
127731,Tapani Aimo Vuorenhela,M,24.0,180.0,75.0,Finland,FIN,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Road Race, Individual",,Finland,
60841,Ferenc Kiss,M,25.0,180.0,69.0,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,,Hungary,
75657,Churandy Thomas Martina,M,24.0,180.0,76.0,Netherlands Antilles,AHO,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 200 metres,,Curacao,Netherlands Antilles
107192,tienne Schmitt,M,,,,France,FRA,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Rings,,France,
64286,"Otakar ""Ota"" Kroutil",M,26.0,,,Czechoslovakia,TCH,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",,Czech Republic,
25660,Juan Manuel Dvila Lpez,M,25.0,167.0,64.0,Guatemala,GUA,1988 Summer,1988,Summer,Seoul,Football,Football Men's Football,,Guatemala,
129516,Brian P. Wellman,M,33.0,175.0,72.0,Bermuda,BER,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Triple Jump,,Bermuda,
95722,Raphal Stphane Louis Poire,M,27.0,174.0,70.0,France,FRA,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,France,
124603,Lambertus Hendrikus Yuri van Gelder,M,33.0,161.0,62.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,,Netherlands,
105377,Luis Sandoval,M,30.0,,,Panama,PAN,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",,Panama,
5949,Stacey Orlando Augmon,M,20.0,200.0,87.0,United States,USA,1988 Summer,1988,Summer,Seoul,Basketball,Basketball Men's Basketball,Bronze,USA,
53778,"Patrick Anthony ""Pat"" Jansen",M,27.0,,,India,IND,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold,India,
18525,Cyrille Carr,M,24.0,184.0,75.0,France,FRA,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",,France,
98966,Abdel Aal Ahmed Rashid,M,24.0,,,Egypt,EGY,1952 Summer,1952,Summer,Helsinki,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze,Egypt,
21465,Ajay Chuttoo,M,30.0,165.0,65.0,Mauritius,MRI,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Marathon,,Mauritius,
47404,Therese Sara Magdalena Islas Helgesson,F,25.0,172.0,64.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,,Sweden,
81472,Fausto Montefiori,M,22.0,,,Italy,ITA,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Featherweight,,Italy,
109612,Dachhiri Dawa Sherpa,M,40.0,170.0,70.0,Nepal,NEP,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 15 kilometres,,Nepal,
72289,Karen Vibeke Lunde (Arneberg-),F,31.0,,,Encore,NOR,1952 Summer,1952,Summer,Helsinki,Sailing,Sailing Mixed 5.5 metres,Silver,Norway,
94050,"Zvonimir ""Zvonko"" Petrievi",M,24.0,210.0,130.0,Yugoslavia,YUG,1964 Summer,1964,Summer,Tokyo,Basketball,Basketball Men's Basketball,,Serbia,Yugoslavia
72910,John MacGilchrist,M,39.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",,USA,
127349,Johan Hbner von Holst,M,24.0,,,Sweden,SWE,1906 Summer,1906,Summer,Athina,Shooting,"Shooting Men's Free Pistol, 50 metres",,Sweden,
488,Ibrahim Mohamedin Aboubaker,M,21.0,190.0,65.0,Qatar,QAT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Triple Jump,,Qatar,
57073,Masakazu Kamimura,M,23.0,168.0,68.0,Japan,JPN,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Lightweight, Freestyle",,Japan,
131147,Ryszard Witke,M,28.0,168.0,76.0,Poland,POL,1968 Winter,1968,Winter,Grenoble,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",,Poland,
15047,Ilmrs Bricis,M,39.0,181.0,72.0,Latvia,LAT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 20 kilometres,,Latvia,
28710,"Mouhamedou ""Mouhamed"" Diop",M,24.0,,,Senegal,SEN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Individual Medley,,Senegal,
70893,Danyon Joseph Loader,M,21.0,189.0,,New Zealand,NZL,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,,New Zealand,
4490,Seraphino Antao,M,22.0,180.0,75.0,Kenya,KEN,1960 Summer,1960,Summer,Roma,Athletics,Athletics Men's 100 metres,,Kenya,
121318,Berger (Birger) Torrissen (Trrissen),M,34.0,171.0,69.0,United States,USA,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Men's 18 kilometres,,USA,
56600,Imade Kadro,M,21.0,,51.0,Syria,SYR,1980 Summer,1980,Summer,Moskva,Weightlifting,Weightlifting Men's Flyweight,,Syria,
57398,Ivan Angelov Karacholov,M,23.0,180.0,82.0,Bulgaria,BUL,1992 Winter,1992,Winter,Albertville,Luge,Luge Mixed (Men)'s Doubles,,Bulgaria,
33810,Mria Faithov-Mranov,F,29.0,172.0,63.0,Czechoslovakia,TCH,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Women's High Jump,,Czech Republic,
16945,Jahangir Ahmed Butt,M,25.0,175.0,70.0,Pakistan,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold,Pakistan,
127789,Anita Wachter (-Salzgeber),F,21.0,164.0,50.0,Austria,AUT,1988 Winter,1988,Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Slalom,,Austria,
102279,Aleksey Gennadyevich Romashov,M,21.0,175.0,64.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",,Russia,
67938,Lee Hui-Gyeong,F,17.0,,,South Korea,KOR,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Individual All-Around,,South Korea,
33786,Keith Fair,M,24.0,180.0,83.0,Switzerland,SUI,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,,Switzerland,
123869,Nevenko Vali,M,27.0,174.0,74.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Cycling,"Cycling Men's Road Race, Individual",,Serbia,Yugoslavia
128332,Oliver Walther,M,23.0,163.0,55.0,Germany,GER,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Horizontal Bar,,Germany,
135163,Luiza Zotkowska,F,23.0,160.0,52.0,Poland,POL,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Women's 3,000 metres",,Poland,
53081,Barry Kirk Jackman,M,23.0,196.0,99.0,Barbados,BAR,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Half-Heavyweight,,Barbados,
997,Lars Olof Melker Adolfsson,M,22.0,183.0,81.0,Sweden,SWE,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,,Sweden,
63139,Nina Kostova,F,16.0,157.0,44.0,Bulgaria,BUL,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,,Bulgaria,
101267,Pascal Robert,M,20.0,173.0,63.0,France,FRA,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",,France,
103153,Ru Guang,M,32.0,170.0,64.0,China,CHN,1988 Summer,1988,Summer,Seoul,Archery,Archery Men's Individual,,China,
39500,Josef Genschieder,M,21.0,,,Austria,AUT,1936 Summer,1936,Summer,Berlin,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",,Austria,
25493,Simon Leslie Daubney,M,29.0,178.0,76.0,New Zealand,NZL,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Three Person Keelboat,,New Zealand,
3353,Rocco Roberto Amboni,M,24.0,167.0,62.0,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,,Italy,
4034,Edilene Aparecida Andrade,F,21.0,,,Brazil,BRA,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Heavyweight,,Brazil,
117546,Henryk Szlzak,M,23.0,,,Poland,POL,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",,Poland,
42481,Bernhard Graubart,M,23.0,,,Austria,AUT,1912 Summer,1912,Summer,Stockholm,Football,Football Men's Football,,Austria,
55814,Hanna Helena Jonsson (-Ekholm),F,25.0,172.0,59.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 15 kilometres,,Sweden,
53794,Kjetil Jansrud,M,28.0,185.0,83.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Combined,,Norway,
115667,Petya Toneva Strashilova (Kireva-),F,31.0,162.0,54.0,Bulgaria,BUL,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 800 metres,,Bulgaria,
59720,Jans Kilin,M,25.0,,,Hungary,HUN,1948 Winter,1948,Winter,Sankt Moritz,Speed Skating,"Speed Skating Men's 1,500 metres",,Hungary,
9550,Aleksandr Gennadyevich Belanovsky,M,24.0,,,Belarus,BLR,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Men's Horse Vault,,Belarus,
131732,"Webster M. Wright, III",M,21.0,183.0,68.0,United States,USA,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",,USA,
100380,Xavier Ribas Centelles,M,32.0,178.0,76.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Men's Hockey,Silver,Spain,
15407,Christiaan Adolf Willem Brosch,M,30.0,,,Netherlands,NED,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Pistol, 50 yards",,Netherlands,
34413,Olena Olehivna Fedorova,F,29.0,164.0,57.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Springboard,,Ukraine,
134040,Shahpour Zarnegar,M,35.0,171.0,68.0,Iran,IRI,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",,Iran,
49692,Tadashi Honda,M,20.0,173.0,68.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Men's 200 metres Backstroke,,Japan,
107908,Mara Cristina Schweizer,F,23.0,,,Argentina,ARG,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Giant Slalom,,Argentina,
37972,"Edwin Johannes ""Edward"" Gal",M,42.0,182.0,72.0,Netherlands,NED,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,Netherlands,
16316,Jaroslava Bukvajov,F,26.0,183.0,64.0,Slovakia,SVK,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 5/5 kilometres Pursuit,,Slovakia,
28021,Wouter D'Haene,M,22.0,181.0,78.0,Belgium,BEL,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",,Belgium,
44116,Gustavo Endres,M,28.0,203.0,98.0,Brazil,BRA,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Gold,Brazil,
119373,Martin Teovi,M,35.0,182.0,97.5,Slovakia,SVK,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,,Slovakia,
105837,Rahi Sarnobat (-Jeevan),F,21.0,158.0,66.0,India,IND,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",,India,
134671,Zhao Xiaolei,M,21.0,,,China,CHN,1988 Winter,1988,Winter,Calgary,Figure Skating,Figure Skating Mixed Ice Dancing,,China,
75144,Kamal Marjouane,M,23.0,167.0,60.0,Morocco,MAR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,,Morocco,
15691,Lisa Brggemann,F,19.0,157.0,48.0,Germany,GER,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Individual All-Around,,Germany,
80581,Etsuke Miyamoto,F,21.0,159.0,51.0,Japan,JPN,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,,Japan,
95641,Sorin Poenaru,M,21.0,173.0,64.0,Romania,ROU,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's Foil, Team",,Romania,
3381,Andres Ambhl,M,22.0,176.0,82.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,,Switzerland,
134416,Zhan Shu,F,19.0,170.0,59.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Medley Relay,,China,
133542,"Daryna Oleksivna ""Dar'ia"" Yushko",F,19.0,174.0,59.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,,Ukraine,
72636,"Samuel ""Sam"" Lynch",M,20.0,199.0,71.0,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,,Ireland,
29452,Martn Dopazo,M,35.0,179.0,79.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",,Argentina,
67435,Mohamed Lazhari,M,26.0,175.0,65.0,Algeria,ALG,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,,Algeria,
23758,Pablo Crer,M,27.0,202.0,85.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,,Argentina,
